2014-08-24 00:00:05,2.98,2014-08-24 00:00:05,5.54,2014-08-24 00:00:05,0.00,2014-08-24 00:00:05,0.00,2014-08-24 00:00:05,16.45
2014-08-24 00:00:06,2.88,2014-08-24 00:00:06,5.51,2014-08-24 00:00:06,0.01,2014-08-24 00:00:06,0.00,2014-08-24 00:00:06,15.87
2014-08-24 00:00:07,2.90,2014-08-24 00:00:07,5.50,2014-08-24 00:00:07,0.01,2014-08-24 00:00:07,0.00,2014-08-24 00:00:07,15.91
2014-08-24 00:00:08,2.90,2014-08-24 00:00:08,5.49,2014-08-24 00:00:08,0.02,2014-08-24 00:00:08,0.01,2014-08-24 00:00:08,15.90
2014-08-24 00:00:09,2.91,2014-08-24 00:00:09,5.48,2014-08-24 00:00:09,0.02,2014-08-24 00:00:09,0.01,2014-08-24 00:00:09,15.93
2014-08-24 00:00:10,2.92,2014-08-24 00:00:10,5.47,2014-08-24 00:00:10,0.03,2014-08-24 00:00:10,0.01,2014-08-24 00:00:10,15.95
2014-08-24 00:00:11,2.92,2014-08-24 00:00:11,5.46,2014-08-24 00:00:11,0.03,2014-08-24 00:00:11,0.01,2014-08-24 00:00:11,15.94
2014-08-24 00:00:12,2.94,2014-08-24 00:00:12,5.45,2014-08-24 00:00:12,0.04,2014-08-24 00:00:12,0.01,2014-08-24 00:00:12,15.98
2014-08-24 00:00:13,2.94,2014-08-24 00:00:13,5.44,2014-08-24 00:00:13,0.04,2014-08-24 00:00:13,0.01,2014-08-24 00:00:13,15.96
2014-08-24 00:00:14,2.94,2014-08-24 00:00:14,5.43,2014-08-24 00:00:14,0.04,2014-08-24 00:00:14,0.02,2014-08-24 00:00:14,15.98
2014-08-24 00:00:15,2.95,2014-08-24 00:00:15,5.42,2014-08-24 00:00:15,0.05,2014-08-24 00:00:15,0.02,2014-08-24 00:00:15,15.98
2014-08-24 00:00:16,2.95,2014-08-24 00:00:16,5.42,2014-08-24 00:00:16,0.05,2014-08-24 00:00:16,0.02,2014-08-24 00:00:16,15.98
2014-08-24 00:00:17,2.96,2014-08-24 00:00:17,5.41,2014-08-24 00:00:17,0.06,2014-08-24 00:00:17,0.02,2014-08-24 00:00:17,16.00
2014-08-24 00:00:18,2.96,2014-08-24 00:00:18,5.40,2014-08-24 00:00:18,0.06,2014-08-24 00:00:18,0.02,2014-08-24 00:00:18,15.99
2014-08-24 00:00:19,2.97,2014-08-24 00:00:19,5.39,2014-08-24 00:00:19,0.07,2014-08-24 00:00:19,0.02,2014-08-24 00:00:19,16.01
2014-08-24 00:00:20,2.97,2014-08-24 00:00:20,5.39,2014-08-24 00:00:20,0.07,2014-08-24 00:00:20,0.02,2014-08-24 00:00:20,16.02
2014-08-24 00:00:21,2.97,2014-08-24 00:00:21,5.38,2014-08-24 00:00:21,0.08,2014-08-24 00:00:21,0.03,2014-08-24 00:00:21,16.00
